miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-4493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-449a	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.804972	0	0	0	0	0	0
hsa-mir-449b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	3	1.082983	0	0	0	0	0	0
hsa-mir-449c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4501	2	0.467016	0	0	1	0.496241	0	0	0	0	0	0	1	0.336421	2	0.989453	0	0	0	0	2	0.721989	1	0.280258	2	0.633411	0	0
hsa-mir-4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4509-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4509-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4509-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-450a-1	20	4.670157	3	1.162034	9	4.466169	3	1.613145	13	5.105471	29	12.289036	9	3.027791	3	1.48418	17	5.859299	38	12.277146	33	11.912816	18	5.044649	13	4.11717	1	0.430777
hsa-mir-450a-2	18	4.203142	4	1.549379	7	3.473687	3	1.613145	19	7.461842	32	13.560316	8	2.69137	5	2.473634	15	5.16997	41	13.246394	57	20.576681	19	5.324908	7	2.216937	2	0.861554
hsa-mir-450b	82	19.147645	17	6.584862	32	15.879711	19	10.216586	131	51.44744	126	53.393745	61	20.521695	71	35.125596	31	10.684604	185	59.770314	135	48.734245	99	27.745571	44	13.935035	10	4.307771
hsa-mir-4510	4	0.934031	3	1.162034	0	0	3	1.613145	0	0	1	0.42376	2	0.672842	0	0	1	0.344665	3	0.969248	2	0.721989	3	0.840775	2	0.633411	0	0
hsa-mir-4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4515	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	1	0.430777
hsa-mir-4516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-451a	3170	740.219932	1817	703.805547	3035	1506.091358	6023	3238.657842	1168	458.706949	361	152.977316	1391	467.961933	657	325.035447	2368	816.165875	844	272.681865	334	120.572133	3706	1038.63725	663	209.975649	2545	1096.327797
hsa-mir-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-452	204	47.635604	376	145.641654	222	110.165496	320	172.068821	140	54.981997	308	130.518042	192	64.592876	94	46.504311	140	48.25305	102	32.954443	141	50.900212	144	40.357195	157	49.72274	119	51.262479
hsa-mir-4520a	0	0	1	0.387345	0	0	0	0	0	0	2	0.84752	1	0.336421	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4520b	0	0	1	0.387345	0	0	0	0	0	0	2	0.84752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4521	2	0.467016	0	0	3	1.488723	4	2.15086	3	1.178186	0	0	5	1.682106	0	0	5	1.723323	1	0.323083	1	0.360994	1	0.280258	3	0.950116	0	0
hsa-mir-4522	1	0.233508	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4524a	1	0.233508	0	0	0	0	1	0.537715	1	0.392729	0	0	2	0.672842	0	0	0	0	1	0.323083	3	1.082983	0	0	1	0.316705	3	1.292331
hsa-mir-4524b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4525	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	2	0.646166	0	0	0	0	0	0	0	0
hsa-mir-4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4529	1	0.233508	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	1	0.316705	0	0
hsa-mir-4530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4532	2	0.467016	0	0	0	0	3	1.613145	0	0	0	0	6	2.018527	2	0.989453	10	3.446646	1	0.323083	2	0.721989	4	1.121033	0	0	0	0
hsa-mir-4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4536-1	2	0.467016	0	0	0	0	1	0.537715	0	0	0	0	1	0.336421	0	0	3	1.033994	0	0	0	0	0	0	1	0.316705	1	0.430777
hsa-mir-4536-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-454	4	0.934031	3	1.162034	2	0.992482	3	1.613145	11	4.320014	8	3.390079	13	4.373476	6	2.96836	8	2.757317	3	0.969248	8	2.887955	15	4.203874	8	2.533643	4	1.723109
hsa-mir-4540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-455	111	25.919373	113	43.769965	172	85.353448	68	36.564624	337	132.349522	451	191.115705	373	125.485119	100	49.472671	342	117.875308	515	166.387631	366	132.123954	625	175.161436	189	59.857312	106	45.662376
hsa-mir-4632	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	1	0.430777
hsa-mir-4633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4634	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4636	0	0	0	0	0	0	1	0.537715	3	1.178186	4	1.69504	2	0.672842	1	0.494727	5	1.723323	4	1.292331	2	0.721989	1	0.280258	1	0.316705	0	0
hsa-mir-4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4638	0	0	1	0.387345	1	0.496241	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-4639	2	0.467016	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4645	0	0	0	0	0	0	1	0.537715	0	0	1	0.42376	1	0.336421	0	0	1	0.344665	0	0	0	0	0	0	1	0.316705	1	0.430777
hsa-mir-4646	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4647	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-4649	1	0.233508	0	0	0	0	0	0	1	0.392729	1	0.42376	1	0.336421	0	0	1	0.344665	2	0.646166	0	0	1	0.280258	1	0.316705	1	0.430777
hsa-mir-4650-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4650-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4651	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4653	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4657	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4658	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4659a	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4659b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4660	1	0.233508	0	0	0	0	1	0.537715	2	0.785457	0	0	1	0.336421	3	1.48418	0	0	3	0.969248	0	0	2	0.560517	0	0	1	0.430777
hsa-mir-4661	11	2.568587	12	4.648138	5	2.481205	7	3.764005	12	4.712743	4	1.69504	3	1.009264	3	1.48418	9	3.101982	3	0.969248	5	1.804972	12	3.3631	11	3.483759	13	5.600103
hsa-mir-4662a	67	15.645027	75	29.050862	42	20.842121	46	24.734893	59	23.170985	68	28.815672	142	47.771815	50	24.736335	140	48.25305	68	21.969629	66	23.825631	81	22.700922	84	26.60325	29	12.492537
hsa-mir-4662b	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4666a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4666b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4668	0	0	1	0.387345	4	1.984964	2	1.07543	9	3.534557	5	2.118799	6	2.018527	4	1.978907	10	3.446646	5	1.615414	5	1.804972	12	3.3631	5	1.583527	1	0.430777
hsa-mir-4669	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4671	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.989453	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4676	0	0	0	0	1	0.496241	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-4677	10	2.335079	6	2.324069	4	1.984964	8	4.301721	13	5.105471	17	7.203918	7	2.354949	15	7.420901	17	5.859299	11	3.553911	8	2.887955	21	5.885424	20	6.334107	13	5.600103
hsa-mir-4678	0	0	1	0.387345	0	0	4	2.15086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.861554
hsa-mir-4679-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4680	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4682	0	0	0	0	0	0	0	0	0	0	0	0	2	0.672842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4683	0	0	0	0	0	0	1	0.537715	1	0.392729	2	0.84752	0	0	0	0	0	0	0	0	1	0.360994	1	0.280258	0	0	1	0.430777
hsa-mir-4684	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4685	0	0	0	0	0	0	1	0.537715	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-4693	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-4701	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4703	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4705	0	0	1	0.387345	0	0	0	0	2	0.785457	0	0	0	0	0	0	3	1.033994	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-4706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4707	0	0	0	0	0	0	0	0	1	0.392729	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4709	5	1.167539	2	0.77469	1	0.496241	1	0.537715	3	1.178186	3	1.27128	4	1.345685	3	1.48418	2	0.689329	2	0.646166	3	1.082983	1	0.280258	2	0.633411	2	0.861554
hsa-mir-4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4711	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-4712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	4	1.378659	1	0.323083	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-4717	0	0	1	0.387345	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4724	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-4725	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-4726	1	0.233508	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	2	0.721989	0	0	0	0	0	0
hsa-mir-4727	1	0.233508	0	0	0	0	0	0	0	0	2	0.84752	0	0	0	0	0	0	1	0.323083	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-4728	2	0.467016	2	0.77469	2	0.992482	2	1.07543	5	1.963643	1	0.42376	2	0.672842	2	0.989453	6	2.067988	1	0.323083	11	3.970939	7	1.961808	1	0.316705	1	0.430777
hsa-mir-4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4732	1	0.233508	1	0.387345	4	1.984964	0	0	0	0	1	0.42376	2	0.672842	2	0.989453	2	0.689329	0	0	0	0	6	1.68155	1	0.316705	3	1.292331
hsa-mir-4733	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4735	0	0	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.989453	0	0	0	0	1	0.360994	1	0.280258	2	0.633411	0	0
hsa-mir-4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4740	2	0.467016	0	0	2	0.992482	0	0	1	0.392729	0	0	0	0	0	0	1	0.344665	1	0.323083	1	0.360994	0	0	0	0	0	0
hsa-mir-4741	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4742	1	0.233508	0	0	1	0.496241	0	0	1	0.392729	2	0.84752	1	0.336421	0	0	1	0.344665	0	0	5	1.804972	2	0.560517	1	0.316705	0	0
hsa-mir-4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
