miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped
hsa-mir-30a	361986	84544.582526	80885	37647.160673	83143	40308.259307	143191	84348.38544	185636	71933.006778	203042	100785.517685	220558	118632.189009	245716	96520.84078	227219	96334.548014	305799	102911.343842	243474	120489.98886	447556	154304.540778	360164	116387.641254	298947	107948.123717	426105	119454.546831	301239	95442.27108	204827	88256.115821
hsa-mir-30b	1395	325.812856	584	271.817294	1269	615.219334	861	507.182434	931	360.75777	1046	519.211057	1418	762.703887	948	372.388274	860	364.616125	3511	1181.566088	667	330.083798	4121	1420.803235	1389	448.857836	1308	472.311633	2039	571.614557	2970	940.992186	883	380.468152
hsa-mir-30c-1	1	0.233558	3	1.396322	3	1.454419	0	0	1	0.387495	2	0.992755	3	1.613619	6	2.356888	9	3.81575	8	2.692261	4	1.979513	8	2.758172	5	1.615759	7	2.527662	8	2.242725	9	2.851491	2	0.861763
hsa-mir-30c-2	2925	683.155989	2527	1176.168326	3727	1806.873488	2372	1397.255206	2329	902.475666	2425	1203.715883	1197	643.833959	3253	1277.826007	3504	1485.598723	4836	1627.471832	2134	1056.070201	4894	1687.311582	3817	1233.470382	2975	1074.256199	8255	2314.211953	4222	1337.666333	1873	807.0406
hsa-mir-30d	31298	7309.885863	20784	9673.71685	20639	10005.919486	23641	13926.016162	20482	7936.67093	19357	9608.382826	12235	6580.875926	28382	11148.864962	24455	10368.241088	28098	9455.894033	26613	13170.195066	32361	11157.149595	29768	9619.582481	29107	10510.378218	32594	9137.4227	47729	15122.092944	31777	13692.113796
hsa-mir-30e	52047	12155.97257	22004	10241.554348	26502	12848.339465	16275	9586.985027	32055	12421.149628	30900	15338.070431	40425	21743.515269	45759	17974.804869	34725	14722.435975	63460	21356.36114	33570	16613.063103	71910	24792.516528	52522	16972.578309	41553	15004.560624	73249	20534.671268	48126	15247.875401	34267	14765.008133
hsa-mir-31	11	2.569134	0	0	1	0.484806	2	1.178124	5	1.937475	9	4.467399	5	2.689365	24	9.427551	6	2.543833	29	9.759446	16	7.918052	55	18.962431	25	8.078795	44	15.888159	39	10.933285	11	3.485156	9	3.877931
hsa-mir-3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3116-1	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3116-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3117	0	0	0	0	0	0	0	0	2	0.77499	1	0.496378	1	0.537873	0	0	0	0	1	0.336533	0	0	4	1.379086	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-3118-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3118-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3118-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3118-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3118-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3118-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3119-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3119-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430881
hsa-mir-3126	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	2	0.633665	0	0
hsa-mir-3127	9	2.102018	8	3.723525	1	0.484806	9	5.301559	3	1.162485	8	3.971021	11	5.916603	17	6.677849	12	5.087667	19	6.39412	19	9.402687	26	8.964058	17	5.49358	22	7.944079	24	6.728175	27	8.554474	13	5.601456
hsa-mir-3128	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3129	1	0.233558	4	1.861762	4	1.939226	0	0	2	0.77499	5	2.481888	1	0.537873	2	0.785629	6	2.543833	1	0.336533	0	0	0	0	4	1.292607	1	0.361095	0	0	1	0.316832	3	1.292644
hsa-mir-3130-1	15	3.503364	17	7.91249	14	6.78729	4	2.356248	12	4.649939	15	7.445665	1	0.537873	16	6.285034	14	5.935611	15	5.04799	13	6.433417	21	7.240201	21	6.786188	11	3.97204	13	3.644428	18	5.702983	12	5.170575
hsa-mir-3130-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3131	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3132	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3135	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	1	0.423972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3136	0	0	1	0.465441	1	0.484806	1	0.589062	0	0	0	0	0	0	0	0	0	0	3	1.009598	0	0	2	0.689543	0	0	1	0.361095	1	0.280341	0	0	0	0
hsa-mir-3137	0	0	2	0.930881	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3138	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3143	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	2	0.785629	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-3144	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3146	1	0.233558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	1	0.280341	3	0.950497	0	0
hsa-mir-3150b	4	0.93423	3	1.396322	0	0	3	1.767186	1	0.387495	1	0.496378	0	0	0	0	2	0.847944	3	1.009598	1	0.494878	1	0.344771	7	2.262063	5	1.805473	4	1.121363	0	0	1	0.430881
hsa-mir-3151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3152	0	0	1	0.465441	1	0.484806	2	1.178124	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	1	0.430881
hsa-mir-3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3154	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3155	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-3156-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3156-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3157	0	0	1	0.465441	1	0.484806	0	0	1	0.387495	0	0	0	0	0	0	1	0.423972	2	0.673065	0	0	1	0.344771	0	0	0	0	2	0.560681	2	0.633665	0	0
hsa-mir-3158-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-3158-2	0	0	0	0	2	0.969613	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.841022	2	0.633665	0	0
hsa-mir-3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3160-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3160-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3161	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3162	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3163	1	0.233558	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3170	1	0.233558	3	1.396322	4	1.939226	2	1.178124	2	0.77499	3	1.489133	0	0	4	1.571259	3	1.271917	4	1.346131	4	1.979513	2	0.689543	2	0.646304	0	0	7	1.962384	1	0.316832	1	0.430881
hsa-mir-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3173	1	0.233558	0	0	2	0.969613	1	0.589062	2	0.77499	0	0	0	0	0	0	1	0.423972	0	0	0	0	1	0.344771	0	0	1	0.361095	1	0.280341	1	0.316832	0	0
hsa-mir-3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	0	0	0	0	0	0	0	0	0	0
hsa-mir-3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3177	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.423972	0	0	0	0	0	0	0	0	1	0.361095	0	0	1	0.316832	0	0
hsa-mir-3179-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3179-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3179-3	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3180-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3180-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3180-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3180-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3180-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3187	0	0	0	0	0	0	2	1.178124	2	0.77499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3188	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	1	0.280341	0	0	0	0
hsa-mir-3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-3190	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3191	0	0	1	0.465441	0	0	1	0.589062	1	0.387495	1	0.496378	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	1	0.361095	0	0	0	0	2	0.861763
hsa-mir-3192	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	0	0	2	0.633665	0	0
hsa-mir-3193	2	0.467115	1	0.465441	1	0.484806	0	0	3	1.162485	0	0	0	0	1	0.392815	2	0.847944	0	0	1	0.494878	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-3194	1	0.233558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.689543	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3195	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3198	0	0	1	0.465441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3199-1	1	0.233558	1	0.465441	5	2.424032	0	0	0	0	4	1.985511	1	0.537873	2	0.785629	3	1.271917	6	2.019196	3	1.484635	7	2.4134	5	1.615759	2	0.722189	1	0.280341	4	1.26733	2	0.861763
hsa-mir-3199-2	12	2.802691	1	0.465441	1	0.484806	0	0	6	2.32497	1	0.496378	0	0	1	0.392815	5	2.119861	7	2.355728	5	2.474391	5	1.723857	7	2.262063	4	1.444378	9	2.523066	7	2.217827	5	2.154406
hsa-mir-32	36	8.408074	16	7.447049	69	33.451642	3	1.767186	11	4.262444	12	5.956532	32	17.211935	22	8.641922	31	13.143139	46	15.480501	23	11.3822	68	23.44446	32	10.340857	36	12.999403	50	14.017032	11	3.485156	17	7.324981
hsa-mir-3200	3	0.700673	3	1.396322	7	3.393645	1	0.589062	1	0.387495	1	0.496378	0	0	3	1.178444	2	0.847944	2	0.673065	1	0.494878	3	1.034314	2	0.646304	1	0.361095	2	0.560681	3	0.950497	1	0.430881
hsa-mir-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3202-1	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3202-2	0	0	1	0.465441	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320a	2367	552.830847	1954	909.470878	1502	728.179227	1280	753.999437	1922	744.765234	1047	519.707435	591	317.882932	1308	513.801542	1798	762.302084	1749	588.595582	804	397.882119	2768	954.327434	2358	761.991921	1849	667.663769	2065	578.903414	2225	704.952059	1091	470.091455
hsa-mir-320b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320b-2	15	3.503364	12	5.585287	16	7.756903	17	10.014055	10	3.874949	7	3.474644	1	0.537873	11	4.320961	15	6.359584	19	6.39412	11	5.443661	24	8.274515	20	6.463036	15	5.416418	37	10.372604	14	4.435653	3	1.292644
hsa-mir-320c-1	2	0.467115	0	0	0	0	1	0.589062	3	1.162485	2	0.992755	2	1.075746	3	1.178444	2	0.847944	3	1.009598	1	0.494878	3	1.034314	1	0.323152	3	1.083284	3	0.841022	5	1.584162	9	3.877931
hsa-mir-320c-2	0	0	1	0.465441	1	0.484806	0	0	1	0.387495	0	0	0	0	1	0.392815	5	2.119861	0	0	0	0	3	1.034314	0	0	0	0	5	1.401703	1	0.316832	0	0
hsa-mir-320d-1	2	0.467115	1	0.465441	0	0	2	1.178124	1	0.387495	2	0.992755	0	0	1	0.392815	1	0.423972	1	0.336533	0	0	7	2.4134	4	1.292607	0	0	2	0.560681	0	0	1	0.430881
hsa-mir-320d-2	0	0	0	0	0	0	1	0.589062	2	0.77499	1	0.496378	1	0.537873	2	0.785629	1	0.423972	3	1.009598	0	0	5	1.723857	2	0.646304	2	0.722189	1	0.280341	6	1.900994	1	0.430881
hsa-mir-320e	0	0	0	0	2	0.969613	0	0	1	0.387495	0	0	0	0	1	0.392815	0	0	1	0.336533	2	0.989757	4	1.379086	1	0.323152	0	0	0	0	1	0.316832	0	0
hsa-mir-323	9	2.102018	9	4.188965	42	20.361869	3	1.767186	3	1.162485	3	1.489133	4	2.151492	33	12.962883	77	32.645862	7	2.355728	10	4.948783	20	6.895429	55	17.773348	51	18.415821	40	11.213625	7	2.217827	2	0.861763
hsa-mir-323b	5	1.167788	5	2.327203	28	13.574579	1	0.589062	2	0.77499	2	0.992755	0	0	25	9.820366	32	13.567112	6	2.019196	3	1.484635	6	2.068629	24	7.755643	26	9.388458	10	2.803406	3	0.950497	2	0.861763
hsa-mir-324	35	8.174516	98	45.613176	117	56.72235	29	17.0828	20	7.749898	35	17.373219	18	9.681714	40	15.712585	46	19.502723	93	31.297535	31	15.341226	60	20.686288	55	17.773348	55	19.860199	59	16.540098	58	18.376278	19	8.186744
hsa-mir-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-326	32	7.473843	20	9.308811	61	29.573191	20	11.781241	22	8.524888	15	7.445665	4	2.151492	16	6.285034	21	8.903417	25	8.413316	20	9.897565	58	19.996745	33	10.664009	46	16.610348	26	7.288857	36	11.405966	10	4.308813
hsa-mir-328	67	15.648359	190	88.433709	173	83.871509	115	67.742137	108	41.849451	81	40.206592	15	8.068095	122	47.923385	140	59.356113	165	55.527885	63	31.17733	210	72.402009	140	45.241251	130	46.942288	187	52.423699	111	35.168395	67	28.869044
hsa-mir-329-1	6	1.401346	1	0.465441	3	1.454419	0	0	3	1.162485	0	0	0	0	2	0.785629	9	3.81575	2	0.673065	0	0	3	1.034314	3	0.969455	3	1.083284	3	0.841022	2	0.633665	0	0
hsa-mir-329-2	4	0.93423	1	0.465441	5	2.424032	2	1.178124	3	1.162485	2	0.992755	0	0	2	0.785629	7	2.967806	2	0.673065	1	0.494878	4	1.379086	9	2.908366	8	2.888756	6	1.682044	1	0.316832	1	0.430881
hsa-mir-330	103	24.056433	35	16.29042	25	12.12016	36	21.206234	36	13.949817	25	12.409442	32	17.211935	27	10.605995	44	18.654778	40	13.461305	55	27.218304	73	25.168317	39	12.60292	70	25.276616	58	16.259757	40	12.673295	23	9.910269
hsa-mir-331	23	5.371825	26	12.101455	65	31.512417	12	7.068745	15	5.812424	17	8.438421	7	3.765111	38	14.926956	35	14.839028	24	8.076783	23	11.3822	55	18.962431	41	13.249223	37	13.360497	45	12.615329	36	11.405966	19	8.186744
hsa-mir-335	710	165.825898	1569	730.276258	3249	1575.136025	1247	734.560389	655	253.809172	465	230.815623	230	123.710786	369	144.9486	784	332.394235	575	193.506266	226	111.842486	465	160.318734	298	96.299233	506	182.713828	703	197.079467	486	153.98054	227	97.810046
hsa-mir-337	276	64.461898	76	35.373483	495	239.979173	120	70.687447	153	59.286723	105	52.119657	61	32.810252	267	104.881507	549	232.760759	146	49.133765	160	79.180521	196	67.575208	473	152.850797	487	175.853032	409	114.65932	179	56.712997	118	50.843989
